suite,dataset,model,method,val_auc,val_ap,val_accuracy,test_auc,test_ap,test_accuracy,loss_tail,evaluated_on_test,seed,wall_time_sec,peak_ram_mb,peak_gpu_mb,peak_cpu_percent,avg_cpu_percent,cpu_user_sec,cpu_system_sec,notes,selection_stage,run_label,quick_mode,compute_device,device_name,torch_version,torch_cuda_version,run_complete
hyperparameter_search,ogbl_collab,gnn,random_search,0.8615947882131683,0.7598193246283267,0.7479260888033782,,,,0.501879534125328,False,42,0.40338949812576175,2477.296875,1221.33203125,147.7,98.81538461538462,0.40999999999996817,0.0,"embedding_dim=32, hidden_dim=96, dropout=0.16488367215009636, lr=0.003008038065519179",validation_search,full_rtx_pro_6000,False,cuda,NVIDIA RTX PRO 6000 Blackwell Server Edition,2.11.0+cu130,13.0,True
hyperparameter_search,ogbl_collab,gnn,random_search,0.8645420755941682,0.7723358951722027,0.7458959046500587,,,,0.5210718482732772,False,123,0.4033676879480481,2477.296875,1221.33203125,147.4,99.19230769230771,0.39999999999997726,0.0,"embedding_dim=32, hidden_dim=96, dropout=0.16488367215009636, lr=0.003008038065519179",validation_search,full_rtx_pro_6000,False,cuda,NVIDIA RTX PRO 6000 Blackwell Server Edition,2.11.0+cu130,13.0,True
hyperparameter_search,ogbl_collab,gnn,random_search,0.8938586152719527,0.8108978106777064,0.7799280377801654,,,,0.48755775690078734,False,456,0.4028046019375324,2477.296875,1221.33203125,147.3,93.84230769230768,0.39999999999997726,0.0,"embedding_dim=32, hidden_dim=96, dropout=0.16488367215009636, lr=0.003008038065519179",validation_search,full_rtx_pro_6000,False,cuda,NVIDIA RTX PRO 6000 Blackwell Server Edition,2.11.0+cu130,13.0,True
hyperparameter_search,ogbl_collab,gnn,random_search,0.8714082911424006,0.7738050389178129,0.7824891931735839,,,,0.4491115599870682,False,789,0.4034601650200784,2477.296875,1221.33203125,147.5,93.42692307692306,0.39999999999997726,0.0,"embedding_dim=32, hidden_dim=96, dropout=0.16488367215009636, lr=0.003008038065519179",validation_search,full_rtx_pro_6000,False,cuda,NVIDIA RTX PRO 6000 Blackwell Server Edition,2.11.0+cu130,13.0,True
hyperparameter_search,ogbl_collab,gnn,random_search,0.8720283984088941,0.7524754276867968,0.7821643637090527,,,,0.5101907670497894,False,2026,0.4029461368918419,2477.296875,1221.33203125,147.4,93.9,0.39999999999997726,0.0,"embedding_dim=32, hidden_dim=96, dropout=0.16488367215009636, lr=0.003008038065519179",validation_search,full_rtx_pro_6000,False,cuda,NVIDIA RTX PRO 6000 Blackwell Server Edition,2.11.0+cu130,13.0,True
hyperparameter_search,ogbl_collab,gnn,random_search,0.8147192066107449,0.6979265523874677,0.7125134304490143,,,,0.6179381489753724,False,42,0.23344461410306394,2477.296875,699.728515625,228.0,90.98076923076924,0.22999999999996135,0.0,"embedding_dim=16, hidden_dim=96, dropout=0.22215141200020677, lr=0.0029126968141823324",validation_search,full_rtx_pro_6000,False,cuda,NVIDIA RTX PRO 6000 Blackwell Server Edition,2.11.0+cu130,13.0,True
hyperparameter_search,ogbl_collab,gnn,random_search,0.8787262419279673,0.7901755645232897,0.7228267659478773,,,,0.6437104284763336,False,123,0.23352935980074108,2477.296875,699.728515625,228.6,98.44615384615385,0.22999999999996135,0.0,"embedding_dim=16, hidden_dim=96, dropout=0.22215141200020677, lr=0.0029126968141823324",validation_search,full_rtx_pro_6000,False,cuda,NVIDIA RTX PRO 6000 Blackwell Server Edition,2.11.0+cu130,13.0,True
hyperparameter_search,ogbl_collab,gnn,random_search,0.8002064413154917,0.66116603249379,0.7074410934259514,,,,0.6007162988185882,False,456,0.23350187204778194,2477.296875,699.728515625,227.9,91.19615384615383,0.22999999999996135,0.0,"embedding_dim=16, hidden_dim=96, dropout=0.22215141200020677, lr=0.0029126968141823324",validation_search,full_rtx_pro_6000,False,cuda,NVIDIA RTX PRO 6000 Blackwell Server Edition,2.11.0+cu130,13.0,True
hyperparameter_search,ogbl_collab,gnn,random_search,0.8623644734039012,0.7533955930583931,0.7215899152944704,,,,0.6196513116359711,False,789,0.2330526129808277,2477.296875,699.728515625,228.6,91.11538461538461,0.22999999999996135,0.0,"embedding_dim=16, hidden_dim=96, dropout=0.22215141200020677, lr=0.0029126968141823324",validation_search,full_rtx_pro_6000,False,cuda,NVIDIA RTX PRO 6000 Blackwell Server Edition,2.11.0+cu130,13.0,True
hyperparameter_search,ogbl_collab,gnn,random_search,0.8764591283037081,0.7856023404475135,0.6945353689313111,,,,0.6285755395889282,False,2026,0.2335721692070365,2477.296875,699.728515625,228.2,98.22692307692306,0.22999999999996135,0.0,"embedding_dim=16, hidden_dim=96, dropout=0.22215141200020677, lr=0.0029126968141823324",validation_search,full_rtx_pro_6000,False,cuda,NVIDIA RTX PRO 6000 Blackwell Server Edition,2.11.0+cu130,13.0,True
hyperparameter_search,ogbl_collab,gnn,random_search,0.779025444877172,0.6547667222114945,0.695622298293396,,,,0.6893867075443267,False,42,0.23385453806258738,2477.296875,699.697265625,228.0,91.17692307692306,0.2300000000000182,0.0,"embedding_dim=16, hidden_dim=64, dropout=0.10638253432191426, lr=0.0006870390171640847",validation_search,full_rtx_pro_6000,False,cuda,NVIDIA RTX PRO 6000 Blackwell Server Edition,2.11.0+cu130,13.0,True
hyperparameter_search,ogbl_collab,gnn,random_search,0.723062980577192,0.5803282743546916,0.6543439694160565,,,,0.6882900178432465,False,123,0.23374634888023138,2477.296875,699.697265625,228.7,98.85,0.2300000000000182,0.0,"embedding_dim=16, hidden_dim=64, dropout=0.10638253432191426, lr=0.0006870390171640847",validation_search,full_rtx_pro_6000,False,cuda,NVIDIA RTX PRO 6000 Blackwell Server Edition,2.11.0+cu130,13.0,True
