suite,dataset,model,method,val_auc,val_ap,val_accuracy,test_auc,test_ap,test_accuracy,loss_tail,evaluated_on_test,seed,wall_time_sec,peak_ram_mb,peak_gpu_mb,peak_cpu_percent,avg_cpu_percent,cpu_user_sec,cpu_system_sec,notes,selection_stage
hyperparameter_search,movielens_100k,dnn,random_search,0.5362179375,0.507492445701696,0.48275,,,,0.3002655267715454,False,456,0.4132347999839112,692.94140625,0.0,293.0,19.11290322580645,0.765625,0.78125,"embedding_dim=48, hidden_dim=64, dropout=0.12977930848140343, lr=0.008168042458817863",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.5059935625,0.4942321729242364,0.482875,,,,0.2940674632787704,False,789,0.4126034000655636,692.94140625,0.0,488.3,21.00161290322581,0.734375,0.828125,"embedding_dim=48, hidden_dim=64, dropout=0.12977930848140343, lr=0.008168042458817863",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.5102708125,0.49363358710959987,0.48125,,,,0.28532725274562837,False,2026,0.4169411000330001,692.94140625,0.0,520.8,35.1758064516129,0.703125,0.875,"embedding_dim=48, hidden_dim=64, dropout=0.12977930848140343, lr=0.008168042458817863",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.616038,0.558080605653025,0.493875,,,,0.2899677485227585,False,42,0.41715969995129853,692.94140625,0.0,416.7,14.598387096774191,0.609375,0.78125,"embedding_dim=48, hidden_dim=64, dropout=0.2879665646447905, lr=0.002148310438169022",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.601274875,0.5531437112054779,0.495875,,,,0.3104432851076126,False,123,0.4284001000924036,692.94140625,0.0,488.3,30.453225806451616,0.890625,0.71875,"embedding_dim=48, hidden_dim=64, dropout=0.2879665646447905, lr=0.002148310438169022",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.5967356875000001,0.5496218156152286,0.49175,,,,0.3061692476272583,False,456,0.4128383999923244,692.94140625,0.0,416.7,31.083870967741937,0.65625,0.921875,"embedding_dim=48, hidden_dim=64, dropout=0.2879665646447905, lr=0.002148310438169022",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.5893126875,0.5478916448519678,0.497625,,,,0.31022036969661715,False,789,0.4473387999460101,692.94140625,0.0,293.0,15.961290322580647,0.84375,0.671875,"embedding_dim=48, hidden_dim=64, dropout=0.2879665646447905, lr=0.002148310438169022",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.6035859375,0.5523706984628634,0.493625,,,,0.29629422128200533,False,2026,0.44306399999186397,692.94140625,0.0,416.7,29.193548387096772,0.8125,0.640625,"embedding_dim=48, hidden_dim=64, dropout=0.2879665646447905, lr=0.002148310438169022",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.639393,0.5805164312572213,0.521625,,,,0.6388443648815155,False,42,0.3165836000116542,692.94140625,0.0,312.5,17.641935483870967,0.515625,0.625,"embedding_dim=32, hidden_dim=32, dropout=0.19410467545554216, lr=0.0007526285822748962",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.636086625,0.5802925298493471,0.53625,,,,0.6332835376262664,False,123,0.32608649996109307,692.94140625,0.0,0.0,0.0,0.4375,0.625,"embedding_dim=32, hidden_dim=32, dropout=0.19410467545554216, lr=0.0007526285822748962",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.6458733437499999,0.5863159218985201,0.535875,,,,0.6600520789623261,False,456,0.31989769998472184,692.94140625,0.0,195.3,7.875806451612905,0.515625,0.421875,"embedding_dim=32, hidden_dim=32, dropout=0.19410467545554216, lr=0.0007526285822748962",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.618618125,0.5660341070027779,0.543875,,,,0.6460379600524903,False,789,0.3170794000616297,692.94140625,0.0,97.7,1.575806451612903,0.484375,0.5,"embedding_dim=32, hidden_dim=32, dropout=0.19410467545554216, lr=0.0007526285822748962",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.6396655312500001,0.5867038941396878,0.586375,,,,0.6599670648574829,False,2026,0.30355700000654906,692.94140625,0.0,195.3,3.15,0.46875,0.546875,"embedding_dim=32, hidden_dim=32, dropout=0.19410467545554216, lr=0.0007526285822748962",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.551063,0.5178912695821287,0.477875,,,,0.28730880916118623,False,42,0.4523637000238523,692.94140625,0.0,520.8,61.3258064516129,0.765625,0.875,"embedding_dim=48, hidden_dim=96, dropout=0.22108253969272268, lr=0.005125134747140126",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.55642125,0.5230779447218933,0.485625,,,,0.303156578540802,False,123,0.45541930000763386,692.94140625,0.0,488.3,38.53870967741935,0.953125,0.90625,"embedding_dim=48, hidden_dim=96, dropout=0.22108253969272268, lr=0.005125134747140126",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.5622895000000001,0.5238176964303117,0.486375,,,,0.3013396978378296,False,456,0.45379569998476654,692.94140625,0.0,520.8,46.93709677419354,0.71875,0.90625,"embedding_dim=48, hidden_dim=96, dropout=0.22108253969272268, lr=0.005125134747140126",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.5368799375,0.5138518933167072,0.48175,,,,0.2946489483118057,False,789,0.4515581999439746,692.94140625,0.0,416.7,37.2774193548387,0.796875,0.75,"embedding_dim=48, hidden_dim=96, dropout=0.22108253969272268, lr=0.005125134747140126",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.5381860625,0.5091124241597647,0.483125,,,,0.28726296722888944,False,2026,0.4533985999878496,692.94140625,0.0,416.7,34.02419354838709,0.734375,0.796875,"embedding_dim=48, hidden_dim=96, dropout=0.22108253969272268, lr=0.005125134747140126",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.5307299375,0.5055823207968394,0.479375,,,,0.2883658081293106,False,42,0.4152283000294119,692.94140625,0.0,488.3,39.79838709677419,0.609375,0.78125,"embedding_dim=48, hidden_dim=64, dropout=0.33974430853821613, lr=0.0074429541829455735",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.52954059375,0.5078988690653192,0.486125,,,,0.2999113440513611,False,123,0.41178369999397546,692.94140625,0.0,416.7,21.21129032258064,0.796875,0.734375,"embedding_dim=48, hidden_dim=64, dropout=0.33974430853821613, lr=0.0074429541829455735",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.539199125,0.5093409904639699,0.482625,,,,0.30599690675735475,False,456,0.4133981999475509,692.94140625,0.0,520.8,54.920967741935485,0.984375,0.59375,"embedding_dim=48, hidden_dim=64, dropout=0.33974430853821613, lr=0.0074429541829455735",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.5050538125,0.4938069730597519,0.483875,,,,0.29994594752788545,False,789,0.4159356999443844,692.94140625,0.0,520.8,47.464516129032255,0.59375,0.890625,"embedding_dim=48, hidden_dim=64, dropout=0.33974430853821613, lr=0.0074429541829455735",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.5175045,0.4968054296228556,0.48275,,,,0.29042583107948305,False,2026,0.41760769998654723,692.94140625,0.0,390.6,36.437096774193556,0.921875,0.734375,"embedding_dim=48, hidden_dim=64, dropout=0.33974430853821613, lr=0.0074429541829455735",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.572021375,0.5304346274757901,0.485625,,,,0.28706996738910673,False,42,0.4555576000129804,692.94140625,0.0,520.8,54.81451612903226,0.921875,0.921875,"embedding_dim=48, hidden_dim=96, dropout=0.06812354774818864, lr=0.0022912116268153327",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.5826137499999999,0.5405023361392198,0.49425,,,,0.30632064044475554,False,123,0.45884279999881983,692.94140625,0.0,520.8,58.48709677419357,0.875,0.796875,"embedding_dim=48, hidden_dim=96, dropout=0.06812354774818864, lr=0.0022912116268153327",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.58424825,0.5394735431804373,0.49125,,,,0.2990560859441757,False,456,0.45611320005264133,692.94140625,0.0,520.8,80.64516129032256,0.984375,0.828125,"embedding_dim=48, hidden_dim=96, dropout=0.06812354774818864, lr=0.0022912116268153327",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.5733001875,0.5379490895284431,0.493375,,,,0.30457366406917574,False,789,0.4567926999880001,692.94140625,0.0,585.9,73.82258064516128,0.953125,0.875,"embedding_dim=48, hidden_dim=96, dropout=0.06812354774818864, lr=0.0022912116268153327",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.57343925,0.5313641540945717,0.490375,,,,0.2847510755062103,False,2026,0.4540014999220148,692.94140625,0.0,488.3,44.52419354838712,0.890625,0.90625,"embedding_dim=48, hidden_dim=96, dropout=0.06812354774818864, lr=0.0022912116268153327",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.5746034375,0.5286938971844668,0.483625,,,,0.28713140487670896,False,42,0.31674510007724166,692.94140625,0.0,416.7,6.720967741935484,0.515625,0.5,"embedding_dim=32, hidden_dim=32, dropout=0.054001322223641735, lr=0.004165419481637718",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.55676225,0.5212079249490693,0.485625,,,,0.3000809490680695,False,123,0.3142871999880299,692.94140625,0.0,390.6,6.3000000000000025,0.515625,0.609375,"embedding_dim=32, hidden_dim=32, dropout=0.054001322223641735, lr=0.004165419481637718",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.5897416875,0.5406910305263913,0.487,,,,0.29788036942481994,False,456,0.3012299999827519,692.94140625,0.0,416.7,8.296774193548387,0.515625,0.5625,"embedding_dim=32, hidden_dim=32, dropout=0.054001322223641735, lr=0.004165419481637718",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.55673584375,0.524359726090883,0.489,,,,0.29930936396121977,False,789,0.3099455999908969,692.94140625,0.0,195.3,4.725806451612904,0.34375,0.609375,"embedding_dim=32, hidden_dim=32, dropout=0.054001322223641735, lr=0.004165419481637718",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.54469384375,0.514592655813287,0.48825,,,,0.29020130038261416,False,2026,0.30529619997832924,692.94140625,0.0,293.0,4.725806451612904,0.484375,0.6875,"embedding_dim=32, hidden_dim=32, dropout=0.054001322223641735, lr=0.004165419481637718",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.591748625,0.5428794136244506,0.487875,,,,0.31672464609146117,False,42,0.4498977999901399,692.94140625,0.0,520.8,56.59838709677419,0.84375,0.84375,"embedding_dim=48, hidden_dim=96, dropout=0.3386284063519735, lr=0.001552352801502279",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.6324628124999999,0.5789149812099941,0.505875,,,,0.3292084276676178,False,123,0.4543798000086099,692.94140625,0.0,520.8,38.64354838709678,0.796875,0.96875,"embedding_dim=48, hidden_dim=96, dropout=0.3386284063519735, lr=0.001552352801502279",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.616570375,0.5629130303569614,0.4935,,,,0.3274558335542679,False,456,0.45537720003630966,693.00390625,0.0,390.6,24.153225806451612,0.859375,0.90625,"embedding_dim=48, hidden_dim=96, dropout=0.3386284063519735, lr=0.001552352801502279",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.61554803125,0.5687511001143417,0.50475,,,,0.3378921151161194,False,789,0.5086627000709996,693.00390625,0.0,520.8,76.88709677419355,0.78125,0.90625,"embedding_dim=48, hidden_dim=96, dropout=0.3386284063519735, lr=0.001552352801502279",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.6138185625,0.5615216268373727,0.49925,,,,0.31910706460475924,False,2026,0.45839949999935925,693.00390625,0.0,520.8,63.425806451612914,0.765625,0.859375,"embedding_dim=48, hidden_dim=96, dropout=0.3386284063519735, lr=0.001552352801502279",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.648671,0.5840794111577301,0.51425,,,,0.4577647656202316,False,42,0.4182703000260517,693.00390625,0.0,520.8,32.34193548387097,0.734375,0.8125,"embedding_dim=48, hidden_dim=64, dropout=0.16434453394653276, lr=0.0010650392934865914",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.63265353125,0.5737703472238882,0.52375,,,,0.47604249119758607,False,123,0.4169445000588894,693.00390625,0.0,488.3,31.50322580645161,0.75,0.734375,"embedding_dim=48, hidden_dim=64, dropout=0.16434453394653276, lr=0.0010650392934865914",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.6249552187499999,0.5678254091173278,0.50375,,,,0.4802550345659256,False,456,0.41683160001412034,693.00390625,0.0,488.3,26.882258064516133,0.859375,0.734375,"embedding_dim=48, hidden_dim=64, dropout=0.16434453394653276, lr=0.0010650392934865914",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.6524715625,0.592651033184763,0.5545,,,,0.4703278601169586,False,789,0.41332549997605383,693.00390625,0.0,390.6,38.43387096774192,0.671875,0.78125,"embedding_dim=48, hidden_dim=64, dropout=0.16434453394653276, lr=0.0010650392934865914",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.6603025625000001,0.601399931866134,0.5635,,,,0.46700074076652526,False,2026,0.41517669998575,693.00390625,0.0,488.3,38.54032258064515,0.828125,0.734375,"embedding_dim=48, hidden_dim=64, dropout=0.16434453394653276, lr=0.0010650392934865914",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.63931009375,0.5770885193862779,0.507875,,,,0.5518399894237518,False,42,0.3064586999826133,693.00390625,0.0,520.8,21.001612903225812,0.46875,0.640625,"embedding_dim=32, hidden_dim=32, dropout=0.1664967241790768, lr=0.001181112372404054",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.61670915625,0.5618001495361511,0.498125,,,,0.5400628507137298,False,123,0.3127234000712633,693.00390625,0.0,390.6,9.65967741935484,0.453125,0.578125,"embedding_dim=32, hidden_dim=32, dropout=0.1664967241790768, lr=0.001181112372404054",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.63419271875,0.5712371804693088,0.492625,,,,0.5998203039169312,False,456,0.3709155999822542,693.00390625,0.0,416.7,14.596774193548388,0.4375,0.5625,"embedding_dim=32, hidden_dim=32, dropout=0.1664967241790768, lr=0.001181112372404054",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.6076127187499999,0.5561998289312936,0.49275,,,,0.5655164301395417,False,789,0.36622810002882034,693.00390625,0.0,312.5,14.808064516129036,0.515625,0.703125,"embedding_dim=32, hidden_dim=32, dropout=0.1664967241790768, lr=0.001181112372404054",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.6439752499999999,0.5872256405209577,0.555125,,,,0.5895864844322205,False,2026,0.30823780002538115,693.00390625,0.0,293.0,4.725806451612903,0.484375,0.59375,"embedding_dim=32, hidden_dim=32, dropout=0.1664967241790768, lr=0.001181112372404054",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.55094090625,0.5167395407169058,0.479125,,,,0.28818965554237364,False,42,0.38273369998205453,693.00390625,0.0,520.8,27.72258064516128,0.65625,0.671875,"embedding_dim=32, hidden_dim=96, dropout=0.15300317160531574, lr=0.006298162115926124",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.54358840625,0.5143247339211461,0.48575,,,,0.2984978914260864,False,123,0.3939498000545427,693.00390625,0.0,416.7,17.958064516129035,0.625,0.859375,"embedding_dim=32, hidden_dim=96, dropout=0.15300317160531574, lr=0.006298162115926124",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.56275084375,0.524412102766125,0.486,,,,0.29933018386363985,False,456,0.40605920006055385,693.00390625,0.0,520.8,28.45645161290323,0.65625,0.765625,"embedding_dim=32, hidden_dim=96, dropout=0.15300317160531574, lr=0.006298162115926124",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.5395757812499999,0.5135450644583861,0.483,,,,0.29264340102672576,False,789,0.3854150000261143,693.00390625,0.0,416.7,24.467741935483872,0.71875,0.625,"embedding_dim=32, hidden_dim=96, dropout=0.15300317160531574, lr=0.006298162115926124",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.52858071875,0.505355499145424,0.484875,,,,0.2870215892791748,False,2026,0.38140040007419884,693.00390625,0.0,293.0,11.238709677419356,0.625,0.875,"embedding_dim=32, hidden_dim=96, dropout=0.15300317160531574, lr=0.006298162115926124",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.5591198749999999,0.5211102932802166,0.478,,,,0.2873256951570511,False,42,0.3900717000942677,693.00390625,0.0,390.6,17.432258064516134,0.578125,0.609375,"embedding_dim=32, hidden_dim=96, dropout=0.10932832448371436, lr=0.0062908852245340775",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.54930740625,0.5176804470542429,0.48525,,,,0.2982074558734894,False,123,0.3828429999994114,693.00390625,0.0,416.7,21.00322580645161,0.640625,0.75,"embedding_dim=32, hidden_dim=96, dropout=0.10932832448371436, lr=0.0062908852245340775",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.55906159375,0.5214239010917814,0.484875,,,,0.2985295712947845,False,456,0.3813070999458432,693.00390625,0.0,488.3,23.733870967741947,0.5,0.921875,"embedding_dim=32, hidden_dim=96, dropout=0.10932832448371436, lr=0.0062908852245340775",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.5349576875,0.510703037447605,0.483625,,,,0.29345498979091644,False,789,0.3829678000183776,693.00390625,0.0,520.8,11.656451612903227,0.6875,0.640625,"embedding_dim=32, hidden_dim=96, dropout=0.10932832448371436, lr=0.0062908852245340775",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.5248406875,0.5027623302371378,0.484625,,,,0.28654265999794004,False,2026,0.3795803999528289,693.00390625,0.0,520.8,16.38064516129032,0.6875,0.65625,"embedding_dim=32, hidden_dim=96, dropout=0.10932832448371436, lr=0.0062908852245340775",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.64266509375,0.5836519450966099,0.523625,,,,0.3868655860424042,False,42,0.3877291999524459,693.00390625,0.0,416.7,29.088709677419356,0.53125,0.65625,"embedding_dim=32, hidden_dim=96, dropout=0.13561743266056106, lr=0.001399567099557049",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.6302758125,0.5717715091976634,0.505125,,,,0.3971573442220688,False,123,0.3764855000190437,693.00390625,0.0,488.3,25.414516129032258,0.5625,0.75,"embedding_dim=32, hidden_dim=96, dropout=0.13561743266056106, lr=0.001399567099557049",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.64165965625,0.5824154786879081,0.505875,,,,0.3923288434743881,False,456,0.3857956000138074,693.00390625,0.0,416.7,22.470967741935485,0.671875,0.734375,"embedding_dim=32, hidden_dim=96, dropout=0.13561743266056106, lr=0.001399567099557049",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.618202375,0.5650260861174522,0.50475,,,,0.3958313882350922,False,789,0.38391720002982765,693.00390625,0.0,104.2,3.3612903225806456,0.625,0.828125,"embedding_dim=32, hidden_dim=96, dropout=0.13561743266056106, lr=0.001399567099557049",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.62145925,0.5649388826909855,0.4915,,,,0.36795133650302886,False,2026,0.38334109995048493,693.00390625,0.0,416.7,23.0,0.609375,0.71875,"embedding_dim=32, hidden_dim=96, dropout=0.13561743266056106, lr=0.001399567099557049",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.6782739375,0.6204026043645725,0.57275,,,,0.5836629688739776,False,42,0.33346980006899685,693.0078125,0.0,195.3,3.1500000000000012,0.484375,0.734375,"embedding_dim=16, hidden_dim=96, dropout=0.04891336926325843, lr=0.0010962001141747336",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.63043140625,0.5735562868067313,0.51625,,,,0.5549816370010376,False,123,0.34268799994606525,693.0078125,0.0,293.0,9.766129032258062,0.421875,0.734375,"embedding_dim=16, hidden_dim=96, dropout=0.04891336926325843, lr=0.0010962001141747336",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.5578246874999999,0.5227252602224879,0.480375,,,,0.5881890118122101,False,456,0.33717900002375245,693.0078125,0.0,293.0,6.406451612903226,0.671875,0.59375,"embedding_dim=16, hidden_dim=96, dropout=0.04891336926325843, lr=0.0010962001141747336",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.6299642187500001,0.5748644608665106,0.5245,,,,0.5821112811565399,False,789,0.3388340000528842,693.0078125,0.0,520.8,10.080645161290322,0.484375,0.8125,"embedding_dim=16, hidden_dim=96, dropout=0.04891336926325843, lr=0.0010962001141747336",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.53244128125,0.5075964842825613,0.474625,,,,0.5623894453048706,False,2026,0.3407065999926999,693.0078125,0.0,488.3,7.875806451612906,0.515625,0.640625,"embedding_dim=16, hidden_dim=96, dropout=0.04891336926325843, lr=0.0010962001141747336",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.5623764687499999,0.5234112533893562,0.484875,,,,0.29311866164207456,False,42,0.37390540004707873,693.0078125,0.0,520.8,19.532258064516128,0.671875,0.6875,"embedding_dim=48, hidden_dim=32, dropout=0.27542353212574844, lr=0.003961147623299825",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.56363553125,0.5251300154702239,0.48575,,,,0.3051747173070908,False,123,0.3663383999373764,693.0078125,0.0,312.5,21.52741935483871,0.6875,0.65625,"embedding_dim=48, hidden_dim=32, dropout=0.27542353212574844, lr=0.003961147623299825",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.573787375,0.5323972772369077,0.49025,,,,0.30992005467414857,False,456,0.3702996999491006,693.0078125,0.0,416.7,15.122580645161293,0.59375,0.828125,"embedding_dim=48, hidden_dim=32, dropout=0.27542353212574844, lr=0.003961147623299825",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.55527834375,0.5236292632452058,0.49025,,,,0.30689101815223696,False,789,0.3700111999642104,693.0078125,0.0,488.3,21.003225806451606,0.6875,0.75,"embedding_dim=48, hidden_dim=32, dropout=0.27542353212574844, lr=0.003961147623299825",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.5642849062499999,0.5238447527476998,0.487625,,,,0.3035236120223999,False,2026,0.36990890000015497,693.0078125,0.0,683.6,27.3016129032258,0.734375,0.765625,"embedding_dim=48, hidden_dim=32, dropout=0.27542353212574844, lr=0.003961147623299825",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.61077809375,0.5561361751527654,0.494625,,,,0.2946757346391678,False,42,0.3763598999939859,693.0078125,0.0,520.8,36.332258064516125,0.6875,0.75,"embedding_dim=32, hidden_dim=96, dropout=0.27325516085768875, lr=0.002242326919056276",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.5965289687499999,0.5473987712206667,0.49475,,,,0.3062022030353546,False,123,0.38529969996307045,693.0078125,0.0,488.3,29.19193548387097,0.703125,0.640625,"embedding_dim=32, hidden_dim=96, dropout=0.27325516085768875, lr=0.002242326919056276",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.627004375,0.571878281620287,0.499375,,,,0.30281791388988494,False,456,0.382344700046815,693.0078125,0.0,520.8,23.520967741935483,0.640625,0.6875,"embedding_dim=32, hidden_dim=96, dropout=0.27325516085768875, lr=0.002242326919056276",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.6004084375000001,0.5559423778653643,0.499625,,,,0.30950926542282103,False,789,0.38491180003620684,693.0078125,0.0,488.3,11.13225806451613,0.609375,0.8125,"embedding_dim=32, hidden_dim=96, dropout=0.27325516085768875, lr=0.002242326919056276",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.5952738125,0.5455163235301517,0.49125,,,,0.28964265882968904,False,2026,0.3825391000136733,693.0078125,0.0,488.3,36.648387096774194,0.609375,0.65625,"embedding_dim=32, hidden_dim=96, dropout=0.27325516085768875, lr=0.002242326919056276",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.649823125,0.5886641309142655,0.553875,,,,0.5771811306476593,False,42,0.351124000037089,693.0078125,0.0,520.8,18.272580645161295,0.546875,0.6875,"embedding_dim=32, hidden_dim=64, dropout=0.0489289493446801, lr=0.000865836895470935",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.66308984375,0.6023887931048544,0.54825,,,,0.5783737123012542,False,123,0.3456933000124991,693.0078125,0.0,520.8,19.425806451612903,0.65625,0.65625,"embedding_dim=32, hidden_dim=64, dropout=0.0489289493446801, lr=0.000865836895470935",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.6213748124999999,0.5629548283734351,0.497875,,,,0.5784529328346253,False,456,0.3454567000735551,693.0078125,0.0,488.3,20.58225806451613,0.515625,0.796875,"embedding_dim=32, hidden_dim=64, dropout=0.0489289493446801, lr=0.000865836895470935",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.6465158750000001,0.5864200301745264,0.538375,,,,0.5985667049884796,False,789,0.34628980001434684,693.0078125,0.0,312.5,16.38225806451613,0.484375,0.609375,"embedding_dim=32, hidden_dim=64, dropout=0.0489289493446801, lr=0.000865836895470935",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.65145378125,0.5973770708930018,0.57525,,,,0.5792122185230255,False,2026,0.34509960003197193,693.0078125,0.0,293.0,9.558064516129033,0.640625,0.671875,"embedding_dim=32, hidden_dim=64, dropout=0.0489289493446801, lr=0.000865836895470935",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.57984275,0.5331138396735816,0.486625,,,,0.2932271003723145,False,42,0.3950800000457093,693.0078125,0.0,416.7,30.97741935483871,0.59375,0.65625,"embedding_dim=32, hidden_dim=96, dropout=0.16488367215009636, lr=0.003008038065519179",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.5619261874999999,0.5252368109930605,0.4915,,,,0.30284695625305175,False,123,0.3971639000810683,693.0078125,0.0,416.7,22.996774193548394,0.75,0.734375,"embedding_dim=32, hidden_dim=96, dropout=0.16488367215009636, lr=0.003008038065519179",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.5867281875,0.5412248730823376,0.49,,,,0.3008360952138901,False,456,0.388314799987711,693.0078125,0.0,488.3,30.977419354838702,0.671875,0.703125,"embedding_dim=32, hidden_dim=96, dropout=0.16488367215009636, lr=0.003008038065519179",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.57236521875,0.5370297567109172,0.493125,,,,0.304801470041275,False,789,0.38883320009335876,693.0078125,0.0,488.3,17.74677419354839,0.71875,0.78125,"embedding_dim=32, hidden_dim=96, dropout=0.16488367215009636, lr=0.003008038065519179",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.55950278125,0.5209237427015708,0.48825,,,,0.28626941740512846,False,2026,0.3855418999446556,693.0078125,0.0,520.8,43.05322580645162,0.546875,0.78125,"embedding_dim=32, hidden_dim=96, dropout=0.16488367215009636, lr=0.003008038065519179",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.6357324375,0.5744772268681602,0.50575,,,,0.29550734758377073,False,42,0.34321039996575564,693.0078125,0.0,293.0,6.301612903225809,0.5625,0.71875,"embedding_dim=16, hidden_dim=96, dropout=0.22215141200020677, lr=0.0029126968141823324",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.58357525,0.5425721775334642,0.493875,,,,0.3025887072086334,False,123,0.3556535999523476,693.0078125,0.0,416.7,9.97741935483871,0.484375,0.65625,"embedding_dim=16, hidden_dim=96, dropout=0.22215141200020677, lr=0.0029126968141823324",validation_search
hyperparameter_search,movielens_100k,dnn,random_search,0.5343837499999999,0.5114175721135242,0.488875,,,,0.3051623523235321,False,456,0.3418133999221027,693.0078125,0.0,104.2,3.361290322580646,0.546875,0.78125,"embedding_dim=16, hidden_dim=96, dropout=0.22215141200020677, lr=0.0029126968141823324",validation_search
